CMDLINE python main.py
MEM 102.687500 1776031352.6030
MEM 102.687500 1776031352.7083
MEM 102.687500 1776031352.8106
MEM 102.687500 1776031352.9161
MEM 102.687500 1776031353.0208
MEM 102.687500 1776031353.1249
MEM 102.687500 1776031353.2292
MEM 102.687500 1776031353.3323
MEM 102.687500 1776031353.4375
MEM 102.703125 1776031353.5426
MEM 102.703125 1776031353.6455
MEM 102.703125 1776031353.7508
MEM 102.703125 1776031353.8535
MEM 102.703125 1776031353.9563
MEM 102.703125 1776031354.0582
MEM 102.703125 1776031354.1619
MEM 102.703125 1776031354.2672
MEM 102.703125 1776031354.3695
MEM 102.703125 1776031354.4746
MEM 102.703125 1776031354.5797
MEM 102.703125 1776031354.6812
MEM 102.703125 1776031354.7869
MEM 102.703125 1776031354.8910
MEM 102.703125 1776031354.9973
MEM 102.703125 1776031355.0987
MEM 102.703125 1776031355.2045
MEM 102.703125 1776031355.3064
MEM 102.703125 1776031355.4116
MEM 102.703125 1776031355.5122
MEM 102.703125 1776031355.6174
MEM 102.703125 1776031355.7227
MEM 102.703125 1776031355.8252
MEM 102.703125 1776031355.9307
MEM 102.703125 1776031356.0331
MEM 102.703125 1776031356.1381
MEM 102.703125 1776031356.2436
MEM 102.703125 1776031356.3482
MEM 102.703125 1776031356.4526
MEM 102.703125 1776031356.5578
MEM 102.703125 1776031356.6629
MEM 102.703125 1776031356.7683
MEM 102.703125 1776031356.8737
MEM 102.703125 1776031356.9780
MEM 102.703125 1776031357.0813
MEM 102.703125 1776031357.1862
MEM 102.703125 1776031357.2901
MEM 102.671875 1776031357.3915
MEM 102.671875 1776031357.4967
MEM 102.671875 1776031357.6019
MEM 102.671875 1776031357.7056
MEM 102.671875 1776031357.8112
MEM 102.671875 1776031357.9166
MEM 102.671875 1776031358.0218
MEM 102.671875 1776031358.1274
MEM 102.671875 1776031358.2315
MEM 102.671875 1776031358.3335
MEM 102.671875 1776031358.4346
MEM 102.671875 1776031358.5349
MEM 102.671875 1776031358.6401
MEM 102.671875 1776031358.7454
MEM 102.671875 1776031358.8505
MEM 102.671875 1776031358.9560
MEM 102.671875 1776031359.0614
MEM 102.671875 1776031359.1665
MEM 102.671875 1776031359.2690
MEM 102.671875 1776031359.3745
MEM 102.671875 1776031359.4794
MEM 102.671875 1776031359.5846
MEM 102.671875 1776031359.6898
MEM 102.671875 1776031359.7953
MEM 102.671875 1776031359.8996
MEM 102.671875 1776031360.0002
MEM 102.671875 1776031360.1049
MEM 102.671875 1776031360.2063
MEM 102.671875 1776031360.3118
MEM 102.671875 1776031360.4123
MEM 102.671875 1776031360.5174
MEM 102.671875 1776031360.6225
MEM 102.671875 1776031360.7279
MEM 102.671875 1776031360.8334
MEM 102.671875 1776031360.9388
MEM 102.671875 1776031361.0424
MEM 102.671875 1776031361.1478
MEM 102.671875 1776031361.2530
MEM 102.671875 1776031361.3577
MEM 102.671875 1776031361.4581
MEM 102.671875 1776031361.5632
MEM 102.671875 1776031361.6683
MEM 102.671875 1776031361.7736
MEM 102.671875 1776031361.8794
MEM 102.671875 1776031361.9846
MEM 102.671875 1776031362.0901
MEM 102.671875 1776031362.1916
MEM 102.671875 1776031362.2958
MEM 102.671875 1776031362.4013
MEM 102.671875 1776031362.5046
MEM 102.671875 1776031362.6098
MEM 102.671875 1776031362.7122
MEM 102.671875 1776031362.8158
MEM 102.671875 1776031362.9199
MEM 102.671875 1776031363.0252
MEM 102.671875 1776031363.1304
MEM 102.671875 1776031363.2346
MEM 102.671875 1776031363.3354
MEM 102.671875 1776031363.4360
MEM 102.671875 1776031363.5411
MEM 102.671875 1776031363.6454
MEM 102.671875 1776031363.7507
MEM 102.671875 1776031363.8556
MEM 102.671875 1776031363.9611
MEM 102.671875 1776031364.0642
MEM 102.671875 1776031364.1697
MEM 102.671875 1776031364.2752
MEM 102.671875 1776031364.3805
MEM 102.671875 1776031364.4856
MEM 102.671875 1776031364.5907
MEM 102.671875 1776031364.6954
MEM 102.671875 1776031364.7976
MEM 102.640625 1776031364.8990
MEM 102.640625 1776031365.0041
MEM 102.640625 1776031365.1096
MEM 102.640625 1776031365.2124
MEM 102.640625 1776031365.3153
MEM 102.640625 1776031365.4175
MEM 102.640625 1776031365.5227
MEM 102.734375 1776031365.6279
MEM 102.734375 1776031365.7331
MEM 102.734375 1776031365.8372
MEM 102.734375 1776031365.9426
MEM 102.734375 1776031366.0478
MEM 102.734375 1776031366.1532
MEM 102.734375 1776031366.2566
MEM 102.734375 1776031366.3621
MEM 102.734375 1776031366.4657
MEM 102.734375 1776031366.5708
MEM 102.734375 1776031366.6760
MEM 102.734375 1776031366.7813
MEM 102.734375 1776031366.8862
MEM 102.734375 1776031366.9911
MEM 102.734375 1776031367.0964
MEM 102.734375 1776031367.2002
MEM 102.734375 1776031367.3039
MEM 102.734375 1776031367.4094
MEM 102.734375 1776031367.5111
MEM 102.734375 1776031367.6121
MEM 102.734375 1776031367.7172
MEM 102.734375 1776031367.8225
MEM 102.734375 1776031367.9277
MEM 102.734375 1776031368.0329
MEM 102.734375 1776031368.1374
MEM 102.734375 1776031368.2404
MEM 102.734375 1776031368.3458
MEM 102.734375 1776031368.4485
MEM 102.734375 1776031368.5537
MEM 102.734375 1776031368.6588
MEM 102.734375 1776031368.7644
MEM 102.734375 1776031368.8697
MEM 102.734375 1776031368.9747
MEM 102.734375 1776031369.0794
MEM 102.734375 1776031369.1822
MEM 102.734375 1776031369.2876
MEM 102.734375 1776031369.3917
MEM 102.734375 1776031369.4956
MEM 102.734375 1776031369.6007
MEM 102.734375 1776031369.7059
MEM 102.734375 1776031369.8113
MEM 102.734375 1776031369.9142
MEM 102.734375 1776031370.0167
MEM 102.734375 1776031370.1185
MEM 102.734375 1776031370.2239
MEM 102.734375 1776031370.3250
MEM 102.734375 1776031370.4284
MEM 102.734375 1776031370.5335
MEM 102.734375 1776031370.6387
MEM 102.734375 1776031370.7440
MEM 102.718750 1776031370.8475
MEM 102.718750 1776031370.9495
MEM 102.718750 1776031371.0517
MEM 102.718750 1776031371.1572
MEM 102.718750 1776031371.2627
MEM 102.718750 1776031371.3682
MEM 102.718750 1776031371.4713
MEM 102.718750 1776031371.5764
MEM 102.718750 1776031371.6815
MEM 102.718750 1776031371.7869
MEM 102.718750 1776031371.8889
MEM 102.718750 1776031371.9944
MEM 102.718750 1776031372.0977
MEM 102.718750 1776031372.2032
MEM 102.718750 1776031372.3088
MEM 102.718750 1776031372.4140
MEM 102.718750 1776031372.5186
MEM 102.718750 1776031372.6237
MEM 102.718750 1776031372.7288
MEM 102.718750 1776031372.8342
MEM 102.718750 1776031372.9369
MEM 102.718750 1776031373.0394
MEM 102.718750 1776031373.1445
MEM 102.718750 1776031373.2473
MEM 102.718750 1776031373.3528
MEM 102.718750 1776031373.4582
MEM 102.718750 1776031373.5634
MEM 102.718750 1776031373.6685
MEM 102.718750 1776031373.7738
MEM 102.718750 1776031373.8793
MEM 102.718750 1776031373.9822
MEM 102.718750 1776031374.0832
MEM 102.718750 1776031374.1886
MEM 102.718750 1776031374.2939
MEM 102.718750 1776031374.3969
MEM 102.718750 1776031374.4999
MEM 102.718750 1776031374.6049
MEM 102.718750 1776031374.7101
MEM 102.718750 1776031374.8154
MEM 102.718750 1776031374.9201
MEM 102.718750 1776031375.0257
MEM 102.718750 1776031375.1311
MEM 102.718750 1776031375.2364
MEM 102.718750 1776031375.3399
MEM 102.718750 1776031375.4415
MEM 102.718750 1776031375.5458
MEM 102.750000 1776031375.6510
MEM 102.750000 1776031375.7678
MEM 102.750000 1776031375.8732
MEM 102.750000 1776031375.9787
MEM 102.781250 1776031376.0843
MEM 102.781250 1776031376.1862
MEM 102.781250 1776031376.2915
MEM 102.781250 1776031376.3940
MEM 102.781250 1776031376.4992
MEM 102.781250 1776031376.6044
MEM 102.781250 1776031376.7095
MEM 102.781250 1776031376.8148
MEM 102.781250 1776031376.9199
MEM 102.781250 1776031377.0254
MEM 102.781250 1776031377.1272
MEM 102.781250 1776031377.2281
MEM 102.781250 1776031377.3337
MEM 102.781250 1776031377.4392
MEM 102.781250 1776031377.5443
MEM 102.781250 1776031377.6494
MEM 102.781250 1776031377.7545
MEM 102.781250 1776031377.8599
MEM 102.781250 1776031377.9641
MEM 102.781250 1776031378.0673
MEM 102.781250 1776031378.1721
MEM 102.781250 1776031378.2775
MEM 102.781250 1776031378.3825
MEM 102.781250 1776031378.4851
MEM 102.781250 1776031378.5887
MEM 102.781250 1776031378.6939
MEM 102.781250 1776031378.7992
MEM 102.781250 1776031378.8998
MEM 102.781250 1776031379.0024
MEM 102.781250 1776031379.1032
MEM 102.781250 1776031379.2052
MEM 102.781250 1776031379.3084
MEM 102.781250 1776031379.4104
MEM 102.781250 1776031379.5154
MEM 102.781250 1776031379.6205
MEM 102.781250 1776031379.7257
MEM 102.781250 1776031379.8310
MEM 102.781250 1776031379.9364
MEM 102.781250 1776031380.0419
MEM 102.781250 1776031380.1459
MEM 102.781250 1776031380.2465
MEM 102.781250 1776031380.3518
MEM 102.781250 1776031380.4552
MEM 102.781250 1776031380.5571
MEM 102.781250 1776031380.6622
MEM 102.781250 1776031380.7673
MEM 102.765625 1776031380.8726
MEM 102.765625 1776031380.9779
MEM 102.765625 1776031381.0805
MEM 102.765625 1776031381.1858
MEM 102.765625 1776031381.2913
MEM 102.765625 1776031381.3942
MEM 102.765625 1776031381.4998
MEM 102.765625 1776031381.6033
MEM 102.765625 1776031381.7047
MEM 102.765625 1776031381.8099
MEM 102.765625 1776031381.9145
MEM 102.765625 1776031382.0190
MEM 102.765625 1776031382.1217
MEM 102.765625 1776031382.2272
MEM 102.765625 1776031382.3302
MEM 102.765625 1776031382.4357
MEM 102.765625 1776031382.5406
MEM 102.765625 1776031382.6454
MEM 102.765625 1776031382.7505
MEM 102.765625 1776031382.8559
MEM 102.765625 1776031382.9608
MEM 102.765625 1776031383.0663
MEM 102.765625 1776031383.1706
MEM 102.765625 1776031383.2755
MEM 102.765625 1776031383.3808
MEM 102.765625 1776031383.4859
MEM 102.765625 1776031383.5911
MEM 102.765625 1776031383.6954
MEM 102.765625 1776031383.8005
MEM 102.765625 1776031383.9059
MEM 102.765625 1776031384.0113
MEM 102.765625 1776031384.1137
MEM 102.765625 1776031384.2158
MEM 102.765625 1776031384.3193
MEM 102.765625 1776031384.4248
MEM 102.765625 1776031384.5277
MEM 102.765625 1776031384.6328
MEM 102.765625 1776031384.7379
MEM 102.765625 1776031384.8433
MEM 102.765625 1776031384.9487
MEM 102.765625 1776031385.0493
MEM 102.765625 1776031385.1531
MEM 102.765625 1776031385.2570
MEM 102.765625 1776031385.3624
MEM 102.765625 1776031385.4678
MEM 102.765625 1776031385.5729
MEM 102.828125 1776031385.6780
MEM 102.828125 1776031385.7832
MEM 102.828125 1776031385.8885
MEM 102.828125 1776031385.9940
MEM 102.828125 1776031386.0981
MEM 102.828125 1776031386.2036
MEM 102.828125 1776031386.3062
MEM 102.828125 1776031386.4117
MEM 102.828125 1776031386.5164
MEM 102.828125 1776031386.6172
MEM 102.828125 1776031386.7224
MEM 102.828125 1776031386.8275
MEM 102.828125 1776031386.9329
MEM 102.828125 1776031387.0369
MEM 102.828125 1776031387.1411
MEM 102.828125 1776031387.2458
MEM 102.828125 1776031387.3513
MEM 102.828125 1776031387.4528
MEM 102.828125 1776031387.5569
MEM 102.828125 1776031387.6621
MEM 102.828125 1776031387.7672
MEM 102.828125 1776031387.8725
MEM 102.828125 1776031387.9747
MEM 102.828125 1776031388.0802
MEM 102.828125 1776031388.1857
MEM 102.828125 1776031388.2875
MEM 102.828125 1776031388.3925
MEM 102.828125 1776031388.4979
MEM 102.828125 1776031388.6031
MEM 102.828125 1776031388.7082
MEM 102.828125 1776031388.8133
MEM 102.828125 1776031388.9187
MEM 102.828125 1776031389.0242
MEM 102.828125 1776031389.1252
MEM 102.828125 1776031389.2300
MEM 102.828125 1776031389.3315
MEM 102.828125 1776031389.4359
MEM 102.828125 1776031389.5413
MEM 102.828125 1776031389.6448
MEM 102.828125 1776031389.7454
MEM 102.828125 1776031389.8507
MEM 102.828125 1776031389.9560
MEM 102.828125 1776031390.0581
MEM 102.828125 1776031390.1624
MEM 102.828125 1776031390.2657
MEM 102.828125 1776031390.3673
MEM 102.828125 1776031390.4704
MEM 102.828125 1776031390.5712
MEM 102.828125 1776031390.6764
MEM 102.828125 1776031390.7815
MEM 102.828125 1776031390.8867
MEM 102.828125 1776031390.9921
MEM 102.812500 1776031391.0976
MEM 102.812500 1776031391.2011
MEM 102.812500 1776031391.3053
MEM 102.812500 1776031391.4189
MEM 102.812500 1776031391.5254
MEM 102.812500 1776031391.6287
MEM 102.812500 1776031391.7339
MEM 102.812500 1776031391.8390
MEM 102.812500 1776031391.9443
MEM 102.812500 1776031392.0468
MEM 102.812500 1776031392.1506
MEM 102.812500 1776031392.2548
MEM 102.812500 1776031392.3603
MEM 102.812500 1776031392.4649
MEM 102.812500 1776031392.5700
MEM 102.812500 1776031392.6751
MEM 102.812500 1776031392.7802
MEM 102.812500 1776031392.8855
MEM 102.812500 1776031392.9865
MEM 102.812500 1776031393.0919
MEM 102.812500 1776031393.1979
MEM 102.812500 1776031393.3034
MEM 102.812500 1776031393.4052
MEM 102.812500 1776031393.5090
MEM 102.812500 1776031393.6131
MEM 102.812500 1776031393.7183
MEM 102.812500 1776031393.8234
MEM 102.812500 1776031393.9286
MEM 102.812500 1776031394.0341
MEM 102.812500 1776031394.1354
MEM 102.812500 1776031394.2410
MEM 102.812500 1776031394.3465
MEM 102.812500 1776031394.4520
MEM 102.812500 1776031394.5581
MEM 102.812500 1776031394.6600
MEM 102.812500 1776031394.7651
MEM 102.812500 1776031394.8703
MEM 102.812500 1776031394.9757
MEM 102.781250 1776031395.0787
MEM 102.781250 1776031395.1835
MEM 102.781250 1776031395.2869
MEM 102.781250 1776031395.3919
MEM 102.781250 1776031395.4973
MEM 102.812500 1776031395.6025
MEM 102.843750 1776031395.7033
MEM 102.843750 1776031395.8086
MEM 102.843750 1776031395.9139
MEM 102.843750 1776031396.0199
MEM 102.843750 1776031396.1243
MEM 102.843750 1776031396.2255
MEM 102.843750 1776031396.3303
MEM 102.843750 1776031396.4338
MEM 102.843750 1776031396.5348
MEM 102.843750 1776031396.6399
MEM 102.843750 1776031396.7451
MEM 102.843750 1776031396.8455
MEM 102.843750 1776031396.9465
MEM 102.843750 1776031397.0520
MEM 102.843750 1776031397.1546
MEM 102.843750 1776031397.2600
MEM 102.843750 1776031397.3640
MEM 102.843750 1776031397.4673
MEM 102.843750 1776031397.5697
MEM 102.843750 1776031397.6746
MEM 102.843750 1776031397.7798
MEM 102.843750 1776031397.8820
MEM 102.843750 1776031397.9873
MEM 102.843750 1776031398.0933
MEM 102.843750 1776031398.1986
MEM 102.843750 1776031398.3030
MEM 102.843750 1776031398.4043
MEM 102.843750 1776031398.5096
MEM 102.843750 1776031398.6129
MEM 102.843750 1776031398.7180
MEM 102.843750 1776031398.8230
MEM 102.843750 1776031398.9284
MEM 102.843750 1776031399.0337
MEM 102.843750 1776031399.1375
MEM 102.843750 1776031399.2429
MEM 102.843750 1776031399.3484
MEM 102.843750 1776031399.4506
MEM 102.843750 1776031399.5561
MEM 102.843750 1776031399.6583
MEM 102.843750 1776031399.7635
MEM 102.843750 1776031399.8686
MEM 102.843750 1776031399.9741
MEM 102.843750 1776031400.0777
MEM 102.843750 1776031400.1791
MEM 102.843750 1776031400.2843
MEM 102.843750 1776031400.3898
MEM 102.843750 1776031400.4952
MEM 102.843750 1776031400.6004
MEM 102.843750 1776031400.7056
MEM 102.843750 1776031400.8107
MEM 102.843750 1776031400.9160
MEM 102.828125 1776031401.0203
MEM 102.828125 1776031401.1227
MEM 102.828125 1776031401.2256
MEM 102.828125 1776031401.3292
MEM 102.828125 1776031401.4298
MEM 102.828125 1776031401.5319
MEM 102.828125 1776031401.6370
MEM 102.828125 1776031401.7421
MEM 102.828125 1776031401.8472
MEM 102.828125 1776031401.9517
MEM 102.828125 1776031402.0526
MEM 102.828125 1776031402.1580
MEM 102.828125 1776031402.2613
MEM 102.828125 1776031402.3667
MEM 102.828125 1776031402.4713
MEM 102.828125 1776031402.5754
MEM 102.828125 1776031402.6757
MEM 102.828125 1776031402.7788
MEM 102.828125 1776031402.8839
MEM 102.828125 1776031402.9892
MEM 102.828125 1776031403.0947
MEM 102.828125 1776031403.1984
MEM 102.828125 1776031403.3039
MEM 102.828125 1776031403.4080
MEM 102.828125 1776031403.5103
MEM 102.828125 1776031403.6118
MEM 102.828125 1776031403.7167
MEM 102.828125 1776031403.8218
MEM 102.828125 1776031403.9270
MEM 102.828125 1776031404.0325
MEM 102.828125 1776031404.1369
MEM 102.828125 1776031404.2400
MEM 102.828125 1776031404.3453
MEM 102.828125 1776031404.4508
MEM 102.828125 1776031404.5546
MEM 102.828125 1776031404.6597
MEM 102.828125 1776031404.7620
MEM 102.828125 1776031404.8672
MEM 102.828125 1776031404.9725
MEM 102.828125 1776031405.0751
MEM 102.828125 1776031405.1763
MEM 102.828125 1776031405.2817
MEM 102.828125 1776031405.3869
MEM 102.828125 1776031405.4911
MEM 102.875000 1776031405.5965
MEM 102.890625 1776031405.6970
MEM 102.890625 1776031405.8022
MEM 102.890625 1776031405.9073
MEM 102.890625 1776031406.0125
MEM 102.890625 1776031406.1178
MEM 102.890625 1776031406.2208
MEM 102.890625 1776031406.3261
MEM 102.890625 1776031406.4315
MEM 102.890625 1776031406.5362
MEM 102.890625 1776031406.6411
MEM 102.890625 1776031406.7463
MEM 102.890625 1776031406.8514
MEM 102.890625 1776031406.9568
MEM 102.890625 1776031407.0588
MEM 102.890625 1776031407.1625
MEM 102.890625 1776031407.2674
MEM 102.890625 1776031407.3700
MEM 102.890625 1776031407.4720
MEM 102.890625 1776031407.5756
MEM 102.890625 1776031407.6788
MEM 102.890625 1776031407.7839
MEM 102.890625 1776031407.8890
MEM 102.890625 1776031407.9943
MEM 102.890625 1776031408.0981
MEM 102.890625 1776031408.2036
MEM 102.890625 1776031408.3055
MEM 102.890625 1776031408.4085
MEM 102.890625 1776031408.5130
MEM 102.890625 1776031408.6180
MEM 102.890625 1776031408.7198
MEM 102.890625 1776031408.8249
MEM 102.890625 1776031408.9300
MEM 102.890625 1776031409.0354
MEM 102.890625 1776031409.1368
MEM 102.890625 1776031409.2372
MEM 102.890625 1776031409.3427
MEM 102.890625 1776031409.4443
MEM 102.890625 1776031409.5450
MEM 102.890625 1776031409.6466
MEM 102.890625 1776031409.7518
MEM 102.890625 1776031409.8570
MEM 102.890625 1776031409.9623
MEM 102.890625 1776031410.0664
MEM 102.890625 1776031410.1718
MEM 102.890625 1776031410.2763
MEM 102.890625 1776031410.3822
MEM 102.890625 1776031410.4869
MEM 102.890625 1776031410.5894
MEM 102.890625 1776031410.6923
MEM 102.890625 1776031410.7954
MEM 102.890625 1776031410.9005
MEM 102.843750 1776031411.0059
MEM 102.843750 1776031411.1081
MEM 102.843750 1776031411.2136
MEM 102.843750 1776031411.3191
MEM 102.843750 1776031411.4204
MEM 102.843750 1776031411.5258
MEM 102.843750 1776031411.6297
MEM 102.843750 1776031411.7348
MEM 102.843750 1776031411.8400
MEM 102.843750 1776031411.9447
MEM 102.843750 1776031412.0500
MEM 102.843750 1776031412.1548
MEM 102.843750 1776031412.2587
MEM 102.843750 1776031412.3641
MEM 102.843750 1776031412.4684
MEM 102.843750 1776031412.5738
MEM 102.843750 1776031412.6758
MEM 102.843750 1776031412.7809
MEM 102.843750 1776031412.8861
MEM 102.843750 1776031412.9914
MEM 102.843750 1776031413.0970
MEM 102.843750 1776031413.1997
MEM 102.843750 1776031413.3039
MEM 102.843750 1776031413.4091
MEM 102.843750 1776031413.5142
MEM 102.843750 1776031413.6149
MEM 102.843750 1776031413.7165
MEM 102.843750 1776031413.8194
MEM 102.843750 1776031413.9224
MEM 102.843750 1776031414.0277
MEM 102.843750 1776031414.1305
MEM 102.843750 1776031414.2348
MEM 102.843750 1776031414.3361
MEM 102.843750 1776031414.4417
MEM 102.843750 1776031414.5446
MEM 102.843750 1776031414.6479
MEM 102.843750 1776031414.7526
MEM 102.843750 1776031414.8578
MEM 102.843750 1776031414.9629
MEM 102.843750 1776031415.0684
MEM 102.843750 1776031415.1734
MEM 102.843750 1776031415.2788
MEM 102.843750 1776031415.3843
MEM 102.843750 1776031415.4897
MEM 102.875000 1776031415.5952
MEM 102.875000 1776031415.6961
MEM 102.875000 1776031415.8013
MEM 102.875000 1776031415.9065
MEM 102.875000 1776031416.0117
MEM 102.875000 1776031416.1172
MEM 102.875000 1776031416.2190
MEM 102.875000 1776031416.3216
MEM 102.875000 1776031416.4267
MEM 102.875000 1776031416.5280
MEM 102.875000 1776031416.6295
MEM 102.875000 1776031416.7318
MEM 102.875000 1776031416.8339
MEM 102.875000 1776031416.9391
MEM 102.875000 1776031417.0444
MEM 102.875000 1776031417.1478
MEM 102.875000 1776031417.2531
MEM 102.875000 1776031417.3554
MEM 102.875000 1776031417.4567
MEM 102.875000 1776031417.5629
MEM 102.875000 1776031417.6660
MEM 102.875000 1776031417.7700
MEM 102.875000 1776031417.8751
MEM 102.875000 1776031417.9802
MEM 102.875000 1776031418.0855
MEM 102.875000 1776031418.1896
MEM 102.875000 1776031418.2923
MEM 102.875000 1776031418.3958
MEM 102.875000 1776031418.5003
MEM 102.875000 1776031418.6058
MEM 102.875000 1776031418.7111
MEM 102.875000 1776031418.8165
MEM 102.875000 1776031418.9217
MEM 102.875000 1776031419.0269
MEM 102.875000 1776031419.1301
MEM 102.875000 1776031419.2319
MEM 102.875000 1776031419.3374
MEM 102.875000 1776031419.4428
MEM 102.875000 1776031419.5483
MEM 102.875000 1776031419.6529
MEM 102.875000 1776031419.7579
MEM 102.875000 1776031419.8630
MEM 102.875000 1776031419.9681
MEM 102.875000 1776031420.0734
MEM 102.875000 1776031420.1757
MEM 102.875000 1776031420.2799
MEM 102.875000 1776031420.3827
MEM 102.875000 1776031420.4857
MEM 102.875000 1776031420.5892
MEM 102.875000 1776031420.6947
MEM 102.875000 1776031420.7999
MEM 102.859375 1776031420.9050
MEM 102.859375 1776031421.0103
MEM 102.859375 1776031421.1128
MEM 102.859375 1776031421.2161
MEM 102.859375 1776031421.3203
MEM 102.859375 1776031421.4258
MEM 102.859375 1776031421.5310
MEM 102.859375 1776031421.6363
MEM 102.859375 1776031421.7414
MEM 102.859375 1776031421.8456
MEM 102.859375 1776031421.9508
MEM 102.859375 1776031422.0560
MEM 102.859375 1776031422.1588
MEM 102.859375 1776031422.2626
MEM 102.859375 1776031422.3678
MEM 102.859375 1776031422.4731
MEM 102.859375 1776031422.5819
MEM 102.859375 1776031422.6871
MEM 102.859375 1776031422.7922
MEM 102.859375 1776031422.8974
MEM 102.859375 1776031423.0025
MEM 103.234375 1776031423.1070
MEM 103.234375 1776031423.2122
MEM 105.281250 1776031423.3173
MEM 110.000000 1776031423.4225
MEM 110.078125 1776031423.5284
MEM 110.203125 1776031423.6302
MEM 111.140625 1776031423.7354
MEM 111.171875 1776031423.8405
MEM 111.171875 1776031423.9456
MEM 111.125000 1776031424.0508
MEM 111.156250 1776031424.1543
MEM 111.171875 1776031424.2594
MEM 111.250000 1776031424.3647
MEM 111.296875 1776031424.4701
MEM 111.328125 1776031424.5707
MEM 111.171875 1776031424.6739
